cluster,id,name,album,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,duration,key,mode,tempo,time_sig
-1,1kcfGBb6kSrGqNIMW7rAlB,Oh Devil,Plural,0.122,0.903,0.532,0.0345,0.176,-7.188,0.0593,0.701,217587,7,0,96.990997,4
-1,1l0lc07Mtz6WyKAukK0Omd,Lit,Selection 4,0.00807,0.789,0.63,0.893,0.0907,-8.187,0.0451,0.789,276995,11,0,127.015999,4
-1,1L9qsoNnyT3r8fgr2Pr7Ty,Cory Wong,The Beautiful Game,0.0894,0.621,0.6,0.571,0.813,-9.192,0.138,0.959,246910,8,1,127.508003,4
-1,1MJ5f5EYBC92ADD6xcz7nb,Chamber Of Reflection,Salad Days,0.263,0.537,0.558,0.91,0.102,-8.678,0.0929,0.505,231724,11,1,131.037003,4
-1,1NFjjAIK4IWjDLzpMry0Kp,Do It,Tuxedo,0.0642,0.818,0.858,0.256,0.256,-4.219,0.0398,0.753,258503,1,0,119.605003,4
-1,1NghHeg0wE32eBYrQBVQXL,Shake up Christmas,"Save Me, San Francisco (Golden Gate Edition)",0.0031,0.458,0.831,0,0.337,-2.187,0.0654,0.572,232213,0,1,81.530998,4
-1,1Ntj0hZfncXCQ5hij7igIE,Demons,Night Visions (Deluxe),0.19,0.505,0.71,0.00025,0.329,-3.015,0.0321,0.428,175200,3,1,89.938004,4
-1,1nvI5d5TIR5s8CMcgobMPm,Cristobal,Smokey Rolls Down Thunder Canyon,0.991,0.461,0.285,0.712,0.0978,-16.587,0.0435,0.192,270200,11,0,130.889999,4
-1,1Oaq4rq7EBVUiXGh7yxuYL,Lone Digger,<I°_°I>,0.598,0.769,0.931,0.0173,0.115,-5.289,0.0495,0.874,229805,5,0,123.973999,4
-1,1OAYKfE0YdrN7C1yLWaLJo,Hotline Bling,Views,0.00343,0.904,0.62,0.000249,0.0504,-8.124,0.0595,0.515,267067,2,1,134.968994,4
-1,1oFdq3XCYuy8cU28UjCCoi,Caravan,Escape EP,0.258,0.62,0.538,0.0517,0.138,-8.793,0.038,0.165,264642,7,0,123.996002,4
-1,1oOD1pV43cV9sHg97aBdLs,Dean Town,The Beautiful Game,0.499,0.796,0.608,0.887,0.0979,-10.936,0.041,0.907,213303,11,1,108.755997,4
-1,1p274dHeFsOiiK4b2t7mKt,Delaylay,Intra Mental,0.0308,0.424,0.543,0.826,0.103,-8.931,0.0282,0.381,225514,9,0,91.976997,4
-1,1pHP4JeQV9wDx87D6qH9hD,Here It Goes Again,Oh No,0.000342,0.537,0.882,9.1E-05,0.12,-2.306,0.0403,0.81,179813,0,1,145.729004,4
-1,1QEEqeFIZktqIpPI4jSVSF,More Than a Feeling,Boston,0.000894,0.377,0.682,0.00217,0.0504,-8.039,0.0299,0.288,285133,7,1,108.736,4
-1,1QIE2t4EeiDIvdlAwDstpP,Gonna Dream 2nite.,False Fags,0.612,0.8,0.594,0.0456,0.145,-10.38,0.033,0.972,129348,3,0,112.207001,4
-1,1QkqxOr2vDMXWvkSdpkxPu,Starjump,Celeste (Original Soundtrack),0.0675,0.682,0.379,0.715,0.126,-9.3,0.0338,0.159,132658,0,1,120.001999,4
-1,1RibyFUnnp1waJUgRZM6Bm,Scattered and Lost,Celeste (Original Soundtrack),0.526,0.517,0.949,0.828,0.109,-6.354,0.0366,0.445,353232,9,0,97.987,4
-1,1SFX2sEowhIBsQRv7qxKm2,Christmas in L.A. (Instrumental),Fugue State,0.369,0.674,0.704,0.783,0.291,-9.984,0.0731,0.742,246652,1,1,91.202003,4
-1,1snNAXmmPXCn0dkF9DaPWw,You & Me - Flume Remix,Settle (The Remixes),0.377,0.601,0.393,0.0002,0.132,-6.879,0.0253,0.27,282813,10,0,75.030998,4
-1,1T4iwEA2ySieXjWxjiMVWs,Your Wildest Dreams,The Other Side Of Life,0.318,0.535,0.585,0.0379,0.279,-15.919,0.0378,0.66,291000,7,1,141.376999,4
-1,1TuopWDIuDi1553081zvuU,Resonance,Odyssey,0.0356,0.567,0.743,0.847,0.221,-8.614,0.0626,0.423,212881,8,1,170.082993,5
-1,1UfhjkTHiOHRxUgKwSRHPN,Postcard from Celeste Mountain,Celeste (Original Soundtrack),0.0819,0.254,0.0445,0.786,0.112,-34.77,0.0437,0.329,92607,9,1,73.633003,4
-1,1ugKYT4OfPyp4KFovrk4UL,Resurrections,Celeste (Original Soundtrack),0.108,0.373,0.712,0.597,0.119,-7.32,0.0447,0.0384,578649,9,0,144.013,4
-1,1UH4viviUjZnS9aWgPGrk0,La vie en rose - Single Version,The Best Of The Decca Years Volume One: The Singer,0.866,0.507,0.0779,0.00275,0.108,-12.099,0.0544,0.326,204400,0,1,70.807999,4
-1,1uj2r7VnPAYkZexbxUc22c,"I Love U, Pt. 1",I Love U,0.546,0.6,0.757,0,0.222,-5.092,0.144,0.906,85000,5,0,96.012001,4
-1,1UR0lWHLSCx2naiD7bq9FW,Little Motel,We Were Dead Before The Ship Even Sank,0.279,0.616,0.462,0.00473,0.153,-9.135,0.0271,0.23,284187,0,1,101.983002,4
-1,1vo8a2XP0XqhL7Hx0eSAMF,Ephemeral,Escape EP,0.376,0.751,0.585,0.00166,0.0689,-8.625,0.0358,0.214,193993,8,1,110.997002,4
-1,1W2aGc8XD9HvJdzTHISeRJ,The Canyon,Glass: Itaipú & The Canyon,0.69,0.26,0.129,0.133,0.128,-20.688999,0.0397,0.0298,992027,0,1,143.802002,1
-1,1ZJStRaxkM4p6iqoZhn6np,Rango,Mit Peck,0.237,0.621,0.302,0.876,0.118,-13.58,0.0303,0.594,269855,0,1,83.441002,4
-1,21IAkNOuOumRAh3gcTRznl,The Speedwalker,My First Car,0.0464,0.818,0.549,0.847,0.0988,-9.641,0.0492,0.969,148169,6,1,112.408997,4
-1,22tflTjhCpizO1fOEptph8,My Dearest Friends,Celeste (Original Soundtrack),0.971,0.477,0.0287,0.75,0.109,-22.320999,0.0473,0.288,133326,0,1,68.702003,3
-1,22x73BTJpIkciL7605zZ66,Ain't Too Proud To Beg,"20th Century Masters: The Millennium Collection: Best Of The Temptations, Vol.1 - The '60s",0.457,0.77,0.774,0,0.0752,-2.709,0.0445,0.943,153973,0,1,119.471001,4
-1,2374M0fQpWi3dLnB54qaLX,Africa,Toto IV,0.257,0.671,0.373,8E-05,0.0481,-18.063999,0.0323,0.732,295893,9,1,92.717003,4
-1,23wn6cFG7QPiYmZMfMeAEU,I Want You Back - Stripped Mix,The Stripped Mixes,0.151,0.752,0.459,8.6E-05,0.0623,-8.142,0.0374,0.848,228120,8,1,97.956001,4
-1,24HPkbkXJsIFC4eyg63zgQ,Wraith Pinned to the Mist and Other Games,The Sunlandic Twins,0.0282,0.873,0.582,0.0699,0.182,-9.901,0.047,0.77,255613,5,1,122.004997,4
-1,250sY8lvu1PKwvmUhHxLdf,Teen Town,Word Of Mouth Revisited,0.449,0.646,0.413,0.631,0.258,-13.394,0.0338,0.555,250107,2,1,120.889,4
-1,263aNAQCeFSWipk896byo6,Friday I'm In Love,Wish,0.000972,0.526,0.762,0.000116,0.338,-12.437,0.0342,0.505,214400,0,0,136.203003,4
-1,26FOglnpqOEWUyspcbNYq6,Got to Be Real - Single Version,The Best Of Cheryl Lynn: Got To Be Real,0.0585,0.802,0.599,0.00602,0.0804,-11.259,0.0537,0.886,228533,5,1,114.651001,4
-1,26YgB9ZwO40NNiVGwgyVLE,De la vitesse à l'ivresse,2016,0.706,0.415,0.498,2.1E-05,0.201,-8.572,0.0408,0.197,268242,9,1,74.874001,4
-1,270BQAYr9fiajfTBMoeFJd,Spirit of Hospitality,Celeste (Original Soundtrack),0.763,0.743,0.437,0.899,0.063,-10.37,0.0744,0.485,104043,0,1,119.992996,4
-1,285pW1AKJ5rjWO7IGhDGqd,Madeline and Theo,Celeste (Original Soundtrack),0.837,0.852,0.236,0.83,0.109,-21.396,0.0637,0.133,188157,0,1,119.981003,4
-1,28UMEtwyUUy5u0UWOVHwiI,"I'll Make a Man Out of You - From ""Mulan""/Soundtrack",Mulan,0.133,0.656,0.33,0.000109,0.0664,-17.503,0.0372,0.519,201680,7,1,113.845001,4
-1,2avCzL6HtaJ5Nspq2fVFQe,Human Sadness,Tyranny,0.22,0.229,0.761,0.808,0.113,-4.673,0.0469,0.132,656836,0,1,121.623001,4
-1,2B3ArhTa6DRox1W4CJZ1dM,Eight Days A Week - Remastered,Beatles For Sale (Remastered),0.412,0.652,0.583,0,0.119,-7.811,0.038,0.744,163600,9,1,138.134003,4
-1,2b3bfi0OopTOj9MxiCSK7g,Platinum Rows,Central Market,0.0878,0.558,0.713,0.0426,0.465,-7.191,0.266,0.205,625440,5,1,144.076004,4
-1,2bCQHF9gdG5BNDVuEIEnNk,Smooth Criminal - 2012 Remaster,Bad 25th Anniversary,0.247,0.853,0.981,0.468,0.306,-3.947,0.0751,0.595,257760,8,1,118.193001,4
-1,2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,Globalization,0.0921,0.72,0.802,0,0.694,-5.797,0.0582,0.723,229360,1,1,124.042999,4
-1,2blOXai13SQaV5X0jqg4Ff,Summer Time,Gateway Drugs,0.0672,0.548,0.81,0.495,0.0893,-7.098,0.036,0.414,227755,2,1,98.002998,4
-1,2BstRQGodshjGpeDGQiNgo,Do It Again,Can't Buy A Thrill,0.247,0.683,0.551,2.1E-05,0.0471,-10.164,0.0315,0.962,356600,2,0,124.584999,4
-1,2cGxRwrMyEAp8dEbuZaVv6,Instant Crush,Random Access Memories,0.0422,0.775,0.585,0.619,0.077,-9.516,0.0271,0.518,337560,10,0,109.942001,4
-1,2cJz1loJp5EZM6shmQpLZN,Harder Better Faster Stronger,harder better faster stronger,0.0392,0.814,0.73,0.00333,0.343,-8.876,0.149,0.646,226413,6,0,123.494003,4
-1,2dbQacV2GvNZK51NB49M8s,Springtime,"Adventures, Vol. 1",0.142,0.465,0.932,0.000351,0.725,-7.036,0.44,0.625,100571,7,1,104.875999,4
-1,2dR5WkrpwylTuT3jRWNufa,Fly Me To The Moon - Remastered,Ultimate Sinatra,0.525,0.67,0.365,0,0.0575,-10.158,0.0564,0.45,147147,0,1,119.342003,4
-1,2dXr3hdVlw1jaYaeNZR8tN,Open Season,Bacano,0.256,0.798,0.85,0.768,0.0518,-7.568,0.0446,0.912,308547,10,0,97.900002,4
-1,2E87kSsZd4oSfFOAXNGISJ,"HUMUHUMUNUKUNUKUAPUA'A - From ""High School Musical 2""/Soundtrack Version",High School Musical 2,0.271,0.734,0.841,0,0.46,-6.023,0.227,0.764,187500,9,1,170.035004,4
-1,2FDJTo05zVmswy9x1FjlAa,Private Caller,Portals Summer II,0.000118,0.571,0.805,0.816,0.0672,-6.413,0.196,0.61,228119,10,0,101.010002,4
-1,2fmMPJb5EzZCx8BcNJvVk4,Low Rider,Why Can't We Be Friends?,0.0996,0.819,0.66,0.693,0.0575,-10.942,0.0515,0.99,191560,0,1,139.729996,4
-1,2FRnf9qhLbvw8fu4IBXx78,Last Christmas,LAST CHRISTMAS,0.189,0.735,0.478,2E-06,0.355,-12.472,0.0293,0.947,262960,2,1,107.681999,4
-1,2gHIteqKkUDd4ZVet0UiAK,Sun Spat,EMEFE,0.0647,0.642,0.652,0.2,0.627,-6.862,0.128,0.651,215017,8,0,87.325996,4
