id,name,album,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,duration,key,mode,tempo,time_sig,decade
4mmkhcEm1Ljy1U9nwtsxUo,"Through The Wire","The College Dropout",0.008650,0.571000,0.739000,0.000005,0.158000,-6.110000,0.247000,0.660000,221227,7,1,83.088997,4,0
4hbjrNOdu43y7NjBSusCgV,"The Greatest Sum (Acoustic) - Acoustic","The Second Gleam",0.869000,0.519000,0.210000,0.000793,0.108000,-10.301000,0.041800,0.360000,203400,10,1,142.617996,4,0
5YWP23fhLuBR7adVav91Nb,"Pack Up","Eliza Doolittle",0.296000,0.671000,0.808000,0.000000,0.211000,-5.691000,0.075100,0.867000,191027,11,1,133.031006,4,0
2UXO3rKTfsfPieGDQHgG6q,"Last Request","These Streets (Deluxe Version)",0.216000,0.585000,0.670000,0.000000,0.140000,-7.272000,0.052500,0.397000,220413,7,0,80.894997,4,0
3ZOEytgrvLwQaqXreDs2Jx,"Can't Stop","By The Way (Deluxe Version)",0.017900,0.618000,0.938000,0.000000,0.167000,-3.442000,0.045600,0.875000,269000,9,1,91.455002,4,0
3ivvJ5doFyQ1hH59jXyjwV,"Provider","In Search Of...",0.247000,0.689000,0.757000,0.000000,0.296000,-6.407000,0.057000,0.568000,258627,11,0,79.969002,4,0
1hEh8Hc9lBAFWUghHBsCel,"Porcelain","Play",0.001470,0.515000,0.613000,0.202000,0.449000,-8.423000,0.030500,0.357000,238920,0,0,94.925003,4,0
1seF5FpRtNXsmNxlEDDxuN,"Lola's Theme","Sound Advice",0.001950,0.770000,0.831000,0.216000,0.136000,-5.754000,0.051200,0.698000,336800,5,1,123.931000,4,0
45sdD9GjryujVOcRJ4YQRQ,"Cobrastyle","Fresh",0.329000,0.623000,0.950000,0.000000,0.156000,-2.316000,0.186000,0.793000,179853,7,1,176.809006,4,0
6rxEjkoar48SssZePbtb2x,"Crystalised","xx",0.818000,0.765000,0.486000,0.374000,0.084000,-12.379000,0.030900,0.422000,201947,11,0,122.907997,4,0
1AWQoqb9bSvzTjaLralEkT,"Rock Your Body","Justified",0.202000,0.891000,0.714000,0.000234,0.052100,-6.055000,0.140000,0.818000,267267,4,0,100.972000,4,0
6ZyNjT2hYvfV5PuW84dp1E,"1 Thing","Playlist: The Very Best Of Amerie",0.115000,0.636000,0.946000,0.000038,0.041600,-4.683000,0.332000,0.891000,238747,10,0,125.084999,5,0
2TfSHkHiFO4gRztVIkggkE,"Sugar, We're Goin Down","From Under The Cork Tree",0.008980,0.499000,0.824000,0.000000,0.163000,-4.741000,0.079400,0.699000,229093,7,1,161.977005,4,0
6yRraj2ghJiIcVbQ6Vb59Q,"In For The Kill","La Roux",0.002060,0.614000,0.970000,0.000000,0.119000,-0.252000,0.045200,0.935000,248627,8,0,150.061005,4,0
0IktbUcnAGrvD03AWnz3Q8,"Lucky","We Sing. We Dance. We Steal Things.",0.296000,0.623000,0.417000,0.000000,0.135000,-8.699000,0.035400,0.721000,191360,0,1,130.031998,4,0
25FTMokYEbEWHEdss5JLZS,"Teenage Dirtbag","Wheatus",0.346000,0.625000,0.850000,0.000233,0.174000,-3.904000,0.049500,0.633000,241667,4,1,94.661003,4,0
1SKPmfSYaPsETbRHaiA18G,"Somewhere Only We Know","Hopes And Fears",0.060000,0.448000,0.665000,0.000025,0.082800,-4.203000,0.026000,0.304000,237147,9,1,172.003998,4,0
4041m5Nr5GuEaqDSq9wjXa,"Hush","Kollected - The Best Of Kula Shaker",0.000251,0.484000,0.852000,0.000001,0.076100,-6.830000,0.045100,0.806000,174787,8,1,117.792000,4,0
18fwfypFEcZArzsRZgozs0,"America","Razorlight (EU Version)",0.337000,0.316000,0.569000,0.000008,0.395000,-5.005000,0.032100,0.154000,249760,2,1,90.066002,4,0
5zF2zGPkL6Ipsn9AfAK6RP,"This Love","Songs About Jane",0.055100,0.714000,0.868000,0.000000,0.098700,-4.596000,0.036300,0.780000,206200,5,0,95.050003,4,0
5cwN1htZyoWqZCc33f3RfE,The High Road,Broken Bells,0.0682,0.61,0.637,6E-06,0.284,-6.574,0.0238,0.609,232200,0,1,79.955002,4,1
7gZzWI6yC0Wb8xLcNYoYIg,Am I Wrong,Malibu,0.0588,0.729,0.799,0.00218,0.0948,-7.378,0.0779,0.532,253520,11,0,115.040001,4,1
4gLKwyeBDtXoqe5ev9QcqP,Something Good Can Work,Tourist History,0.00563,0.651,0.841,0.00116,0.19,-5.099,0.0335,0.661,162907,0,1,119.939003,4,1
5EA06TsQmqmQXZiEhr1AaM,Coming Home,Coming Home,0.461,0.427,0.465,5.5E-05,0.154,-6.595,0.0291,0.458,206387,6,1,112.137001,3,1
4c9WmjVlQMr0s1IjbYO52Z,My Number,Holy Fire,0.0319,0.639,0.744,0.000458,0.466,-8.377,0.0368,0.825,240533,6,0,128.046997,4,1
6zfczP87XO2SxWlQtnjFNa,The Look,The English Riviera,0.623,0.638,0.535,0.0391,0.0837,-7.792,0.0415,0.504,277653,9,0,84.946999,4,1
48bo7uexDvAThcRDvEB2W7,Simple Song,Port Of Morrow,0.0133,0.546,0.878,0,0.135,-5.137,0.0525,0.35,255400,7,1,119.945,4,1
1qfYG2JrchEyJiqKnkE7YQ,What You Know,Tourist History,0.000665,0.55,0.753,8E-06,0.0921,-4.003,0.0407,0.841,189693,6,0,139.048004,4,1
7KdF7Zac5eC9jutk9Qret4,The Wire,Days Are Gone (Deluxe Edition),0.0126,0.548,0.632,5E-06,0.0769,-5.569,0.145,0.535,245800,2,1,113.681999,4,1
3xKsf9qdS1CyvXSMEid6g8,Pink + White,Blonde,0.67,0.544,0.552,4.6E-05,0.415,-7.45,0.0991,0.554,184516,9,1,159.738007,3,1
31AyUvMRDvZjyQI1N05lsT,The Mother We Share,The Bones Of What You Believe,0.0359,0.465,0.711,1.3E-05,0.117,-5.139,0.0307,0.31,191294,1,1,173.990997,4,1
0j2WBxWZnWti5TpSxjJvPb,Love on the Weekend,Love on the Weekend,0.547,0.729,0.546,0.00287,0.0651,-9.305,0.0285,0.406,212627,7,1,119.941002,4,1
75aM5sH14TfMYSDLxrfDNW,Someone New,Now That's What I Call Music! 91,0.416,0.593,0.529,3E-06,0.105,-6.036,0.0326,0.592,224840,7,1,92.024002,4,1
7lrDNvF3TwuC5vC2fGiMjy,Mess Is Mine,Dream Your Life Away,0.047,0.595,0.723,0.0286,0.0995,-8.256,0.0349,0.272,223640,7,1,108.042999,1,1
3JsA2sWDNR9oQogGAzqqtH,Open,Woman,0.896,0.551,0.324,0.0873,0.277,-10.962,0.0314,0.231,217053,0,1,90.957001,4,1
2IqjKEBiz0CdLKdkXhxw84,Retrograde,Overgrown,0.871,0.289,0.254,0.0745,0.135,-11.218,0.0474,0.185,223600,7,0,77.499001,4,1
52z0MmFwjQZAmXgIYL2hHj,Pumped Up Kicks,NRJ 200% Hits 2012,0.132,0.727,0.731,0.139,0.157,-5.359,0.0294,0.964,233280,10,0,127.980003,4,1
086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,AM,0.0483,0.691,0.631,1.1E-05,0.104,-6.478,0.0368,0.8,161124,2,1,92.003998,4,1
6uEIbSu5Omm6Rg2hcVrfJH,Georgia,Dream Your Life Away,0.312,0.388,0.66,0.000307,0.0943,-7.372,0.0308,0.401,230507,11,1,143.554001,4,1
6TjP1C3sGQH1jBfzUXfcMg,Kamikaze,Kamikaze,0.0368,0.663,0.878,3E-06,0.328,-3.195,0.0646,0.704,214240,1,0,158.035004,4,1
6f49kbOuQSOsStBpyGvQfA,A Head Full of Dreams,A Head Full Of Dreams,0.002,0.45,0.92,0.0201,0.334,-4.982,0.0733,0.0773,223773,11,1,122.978996,4,1
6M9DkAAuh4ibDchrc8GBAn,Midnight City,Midnight City,0.0182,0.507,0.729,1E-06,0.0658,-5.399,0.0393,0.272,243960,11,0,105.013,4,1
1j8z4TTjJ1YOdoFEDwJTQa,Ain't It Fun,Paramore,0.154,0.61,0.893,4.4E-05,0.021,-3.681,0.0921,0.673,296520,9,1,104.030998,4,1
7yq4Qj7cqayVTp3FF9CWbm,Riptide,Dream Your Life Away,0.431,0.484,0.731,0,0.151,-6.694,0.0379,0.51,204280,1,1,101.653999,4,1
7GJClzimvMSghjcrKxuf1M,Budapest,Wanted on Voyage,0.0883,0.714,0.451,0,0.108,-8.268,0.0276,0.406,200720,5,1,127.787003,4,1
6m3ZWIXhjoV76syT1j2oE9,Coming Over,This Mixtape is Fire.,0.227,0.631,0.661,1E-06,0.166,-5.5,0.0999,0.698,178333,5,0,174.031006,4,1
3x7NGlfDKQYN2wnwEnL7r9,The Kids Aren't Alright,American Beauty/American Psycho,0.00021,0.61,0.761,0.245,0.298,-4.149,0.0321,0.365,260920,6,1,115.995003,4,1
5j9iuo3tMmQIfnEEQOOjxh,Best Day Of My Life,"Oh, What A Life",0.0625,0.67,0.905,0.000151,0.0577,-2.385,0.0339,0.516,194240,2,1,100.021004,4,1
2AT8iROs4FQueDv2c8q2KE,R U Mine?,AM,0.00616,0.288,0.758,0,0.303,-5.692,0.0371,0.619,201726,6,0,97.094002,4,1
6vECYJHxYmm3Ydt3fF01pE,Stolen Dance,Sadnecessary,0.41,0.887,0.584,0.000314,0.101,-8.798,0.0381,0.677,313684,11,1,114.015999,4,1
4WuztIKoJkauutLvADtslF,Strip No More,Lukas Graham (Blue Album),0.0141,0.72,0.775,0,0.316,-3.704,0.0937,0.818,207500,10,1,130.759003,4,1
6fmbKY1teQRfsIqVRlnTsM,Peanut Butter Jelly,Peanut Butter Jelly,0.00104,0.708,0.945,0.0803,0.227,-3.247,0.234,0.545,203133,5,0,127.959999,4,1
0N3W5peJUQtI4eyR6GJT5O,King Kunta,To Pimp A Butterfly,0.00589,0.884,0.657,0,0.154,-4.569,0.0977,0.489,234693,6,0,107.058998,4,1
79m3gsQ2Ab1bhADmew8N2L,Shut Up and Dance,Now That's What I Call Music! 91,0.00651,0.576,0.876,1E-06,0.271,-3.82,0.0641,0.613,198720,1,1,128.039993,4,1
2UzMpPKPhbcC8RbsmuURAZ,Do I Wanna Know?,AM,0.174,0.55,0.532,0.000347,0.218,-7.591,0.032,0.41,272387,5,1,85.031998,4,1
1yqMgZNrevsWMLWfO2PRp5,Charlie Brown,Mylo Xyloto,0.0212,0.43,0.738,0.00165,0.33,-7.076,0.0375,0.0944,285160,10,1,137.985992,4,1
0c4IEciLCDdXEhhKxj4ThA,Madness,The 2nd Law,0.127,0.502,0.417,0.00419,0.106,-7.665,0.0718,0.218,281040,10,1,180.300995,4,1
1PuLHwFZoh5qYK89I5YBdZ,I Will Wait,Babel,0.0119,0.489,0.775,0.00579,0.206,-5.134,0.0348,0.435,276720,1,1,131.209,4,1
7vjjfdum71w8bbkNSQdnDL,Blame It on Me,Now That's What I Call Pop,0.435,0.526,0.719,0,0.32,-4.472,0.0281,0.467,196627,3,1,103.848999,4,1
2Foc5Q5nqNiosCNqttzHof,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],0.0426,0.794,0.811,1E-06,0.101,-8.966,0.038,0.862,248413,6,0,116.046997,4,1
2ihCaVdNZmnHZWt0fvAM7B,Little Talks,My Head Is An Animal,0.0206,0.446,0.757,0,0.146,-5.177,0.0322,0.421,266600,1,1,102.879997,4,1
78EQ5LZGgviMU9k0zrqv1r,Omen - Radio Edit,Omen (Radio Edit),0.111,0.615,0.781,0,0.373,-4.838,0.203,0.687,196817,5,0,105.967003,4,1
0mvkwaZMP2gAy2ApQLtZRv,It's A Beautiful Day,To Be Loved,0.0559,0.532,0.795,0,0.295,-3.979,0.0358,0.78,199267,1,1,143.837006,4,1
6TaqooOXAEcijL6G1AWS2K,All My Friends (feat. Tinashe & Chance the Rapper),All My Friends (feat. Tinashe & Chance the Rapper),0.119,0.689,0.521,8.4E-05,0.108,-5.845,0.132,0.178,229747,0,1,95.055,4,1
5mphdlILgAq3vh1MSvAJTS,Thinkin Bout You,channel ORANGE (Explicit Version),0.384,0.716,0.349,0.00222,0.098,-11.203,0.0498,0.203,200747,0,1,129.794998,4,1
